20864 417729 7878.88
20866 26404 5503.49
20867 317047 5621.00
20868 288481 5546.52
20869 550123 5519.59
20878 89238 6328.01
20880 171760 6192.46
20881 31736 6195.09
20883 94249 6103.85
20885 357343 6091.02
