20850 7953 8343
20851 13087 8541
20854 12546 8572
20855 14283 8517
20856 8960 8415
20864 35235 7878
20866 25152 5503
20867 50437 5620
20868 50176 5546
20869 30685 5519
20878 45738 6328
20880 45043 6192
20881 30470 6195
20883 46096 6103
20885 56316 6091
21008 57889 1122
21009 79554 1099
21011 81061 1150
21012 33999 1033
21014 295341 1119
